analysis_id,analysis_display_order,dataset_id,analysis_role,adjustment_scenario,model_family,candidate_display_order,prediction_index,delta,delta_unit,fitted_mean_response,response_name,response_unit,fixed_mean_foliage_height_ft,fixed_mean_elevation_m,fixed_mean_elevation_squared_m2,confidence_interval_included,confidence_interval_type,confidence_level,confidence_lower,confidence_upper
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,12,1.6850577267809106,ft,1.5348913672445967,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,13,1.8275584872497412,ft,1.5412630374247087,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,14,1.9700592477185717,ft,1.5476347076048207,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,15,2.1125600081874021,ft,1.5540063777849329,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,16,2.2550607686562327,ft,1.5603780479650449,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,17,2.3975615291250634,ft,1.5667497181451568,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,18,2.540062289593894,ft,1.573121388325269,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,19,2.6825630500627247,ft,1.579493058505381,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,20,2.8250638105315549,ft,1.585864728685493,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,21,2.9675645710003855,ft,1.5922363988656052,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,22,3.1100653314692162,ft,1.5986080690457172,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,23,3.2525660919380468,ft,1.6049797392258291,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,24,3.3950668524068774,ft,1.6113514094059413,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,25,3.5375676128757081,ft,1.6177230795860533,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,26,3.6800683733445383,ft,1.6240947497661653,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,27,3.8225691338133689,ft,1.6304664199462775,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,28,3.9650698942821996,ft,1.6368380901263895,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,29,4.1075706547510302,ft,1.6432097603065017,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,30,4.2500714152198604,ft,1.6495814304866137,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,31,4.3925721756886906,ft,1.6559531006667256,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,32,4.5350729361575217,ft,1.6623247708468378,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,33,4.6775736966263519,ft,1.6686964410269498,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,34,4.8200744570951821,ft,1.6750681112070618,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,35,4.9625752175640132,ft,1.681439781387174,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,36,5.1050759780328434,ft,1.687811451567286,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,37,5.2475767385016745,ft,1.6941831217473979,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,38,5.3900774989705047,ft,1.7005547919275101,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,39,5.5325782594393349,ft,1.7069264621076221,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,40,5.675079019908166,ft,1.7132981322877341,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,41,5.8175797803769962,ft,1.7196698024678463,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,42,5.9600805408458273,ft,1.7260414726479583,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,43,6.1025813013146575,ft,1.7324131428280702,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,44,6.2450820617834877,ft,1.7387848130081824,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,45,6.3875828222523188,ft,1.7451564831882944,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,46,6.530083582721149,ft,1.7515281533684064,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,47,6.6725843431899801,ft,1.7578998235485186,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,48,6.8150851036588103,ft,1.7642714937286306,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,49,6.9575858641276414,ft,1.7706431639087428,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,50,7.1000866245964716,ft,1.7770148340888547,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,51,7.2425873850653018,ft,1.7833865042689667,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,52,7.3850881455341328,ft,1.7897581744490789,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,53,7.527588906002963,ft,1.7961298446291909,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,54,7.6700896664717941,ft,1.8025015148093029,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,55,7.8125904269406243,ft,1.8088731849894151,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,56,7.9550911874094545,ft,1.815244855169527,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,57,8.0975919478782856,ft,1.821616525349639,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,58,8.2400927083471167,ft,1.8279881955297512,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,59,8.3825934688159478,ft,1.8343598657098632,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,60,8.5250942292847771,ft,1.8407315358899752,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,61,8.6675949897536082,ft,1.8471032060700874,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,62,8.8100957502224393,ft,1.8534748762501994,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,63,8.9525965106912704,ft,1.8598465464303116,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,64,9.0950972711600997,ft,1.8662182166104235,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,65,9.2375980316289308,ft,1.8725898867905355,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,66,9.3800987920977619,ft,1.8789615569706477,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,67,9.5225995525665912,ft,1.8853332271507597,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,68,9.6651003130354223,ft,1.8917048973308717,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,69,9.8076010735042534,ft,1.8980765675109839,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,70,9.9501018339730845,ft,1.9044482376910958,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,71,10.092602594441914,ft,1.9108199078712078,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,72,10.235103354910745,ft,1.91719157805132,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,73,10.377604115379576,ft,1.923563248231432,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,74,10.520104875848405,ft,1.929934918411544,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,75,10.662605636317236,ft,1.9363065885916562,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,76,10.805106396786067,ft,1.9426782587717681,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,77,10.947607157254897,ft,1.9490499289518801,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,78,11.090107917723728,ft,1.9554215991319923,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,79,11.232608678192559,ft,1.9617932693121043,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,80,11.37510943866139,ft,1.9681649394922165,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,81,11.517610199130219,ft,1.9745366096723285,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,82,11.66011095959905,ft,1.9809082798524404,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,83,11.802611720067882,ft,1.9872799500325526,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,84,11.945112480536711,ft,1.9936516202126646,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,85,12.087613241005542,ft,2.0000232903927766,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,86,12.230114001474373,ft,2.0063949605728886,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,87,12.372614761943202,ft,2.0127666307530006,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,88,12.515115522412033,ft,2.019138300933113,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,89,12.657616282880864,ft,2.0255099711132249,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,90,12.800117043349696,ft,2.0318816412933369,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,91,12.942617803818525,ft,2.0382533114734489,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,92,13.085118564287356,ft,2.0446249816535609,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,93,13.227619324756187,ft,2.0509966518336733,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,94,13.370120085225016,ft,2.0573683220137853,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,95,13.512620845693847,ft,2.0637399921938973,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,96,13.655121606162679,ft,2.0701116623740092,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,97,13.79762236663151,ft,2.0764833325541212,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,98,13.940123127100339,ft,2.0828550027342332,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,99,14.08262388756917,ft,2.0892266729143456,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,100,14.225124648038001,ft,2.0955983430944576,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,101,14.36762540850683,ft,2.1019700132745696,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,102,14.510126168975662,ft,2.1083416834546815,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,103,14.652626929444493,ft,2.1147133536347935,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,104,14.795127689913322,ft,2.1210850238149055,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,105,14.937628450382153,ft,2.1274566939950179,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,106,15.080129210850984,ft,2.1338283641751299,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,107,15.222629971319815,ft,2.1402000343552419,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,108,15.365130731788645,ft,2.1465717045353538,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,109,15.507631492257476,ft,2.1529433747154658,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,110,15.650132252726307,ft,2.1593150448955782,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,111,15.792633013195136,ft,2.1656867150756902,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,112,15.935133773663967,ft,2.1720583852558022,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,113,16.077634534132798,ft,2.1784300554359142,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,114,16.220135294601626,ft,2.1848017256160261,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,115,16.362636055070457,ft,2.1911733957961381,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,116,16.505136815539288,ft,2.1975450659762501,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,117,16.647637576008119,ft,2.2039167361563625,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,118,16.79013833647695,ft,2.2102884063364745,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,119,16.932639096945778,ft,2.2166600765165865,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,120,17.075139857414609,ft,2.2230317466966985,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,121,17.21764061788344,ft,2.2294034168768104,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,linear,1,122,17.360141378352271,ft,2.2357750870569224,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
